Country,Date,Value,Daylight,Temperature,GHI,DNI
Brazil,2019-10-18,21.907204439819633,749.3391090322581,26.24109916129032,863212.3519354839,593977.2322580646
Brazil,2019-10-19,21.89285650364204,749.8520483870968,26.23552893548387,862450.5232258064,592731.1870967742
Brazil,2019-10-20,21.878508567464447,750.3649877419355,26.22995870967742,861688.694516129,591485.1419354839
Brazil,2019-10-21,21.864160631286857,750.8779270967742,26.224388483870968,860926.8658064516,590239.0967741936
Brazil,2019-10-22,21.849812695109264,751.390866451613,26.218818258064516,860165.0370967742,588993.0516129032
Brazil,2019-10-23,21.83546475893167,751.9038058064516,26.213248032258065,859403.2083870968,587747.0064516129
Brazil,2019-10-24,21.821116822754078,752.4167451612904,26.207677806451613,858641.3796774193,586500.9612903226
Brazil,2019-10-25,21.806768886576485,752.9296845161291,26.20210758064516,857879.5509677419,585254.9161290323
Brazil,2019-10-26,21.792420950398892,753.4426238709677,26.196537354838707,857117.7222580645,584008.8709677419
Brazil,2019-10-27,21.7780730142213,753.9555632258065,26.190967129032256,856355.8935483871,582762.8258064516
Brazil,2019-10-28,21.763725078043706,754.4685025806451,26.185396903225804,855594.0648387097,581516.7806451613
Brazil,2019-10-29,21.749377141866116,754.9814419354839,26.179826677419353,854832.2361290322,580270.735483871
Brazil,2019-10-30,21.735029205688523,755.4943812903226,26.1742564516129,854070.4074193549,579024.6903225806
Brazil,2019-10-31,21.72068126951093,756.0073206451613,26.16868622580645,853308.5787096774,577778.6451612903
Brazil,2019-11-01,21.706333333333337,756.52026,26.163116,852546.75,576532.6
Brazil,2019-11-02,21.707606953405023,756.795108,26.15736893333333,851759.6396666666,575473.8986666666
Brazil,2019-11-03,21.708880573476705,757.069956,26.151621866666666,850972.5293333334,574415.1973333333
Brazil,2019-11-04,21.71015419354839,757.3448040000001,26.145874799999998,850185.419,573356.496
Brazil,2019-11-05,21.711427813620073,757.619652,26.140127733333333,849398.3086666666,572297.7946666667
Brazil,2019-11-06,21.71270143369176,757.8945,26.134380666666665,848611.1983333334,571239.0933333333
Brazil,2019-11-07,21.713975053763445,758.169348,26.1286336,847824.088,570180.392
Brazil,2019-11-08,21.715248673835127,758.444196,26.122886533333332,847036.9776666666,569121.6906666667
Brazil,2019-11-09,21.716522293906813,758.719044,26.117139466666664,846249.8673333334,568062.9893333333
Brazil,2019-11-10,21.717795913978495,758.993892,26.1113924,845462.757,567004.288
Brazil,2019-11-11,21.71906953405018,759.26874,26.10564533333333,844675.6466666666,565945.5866666667
Brazil,2019-11-12,21.720343154121867,759.543588,26.099898266666667,843888.5363333334,564886.8853333334
Brazil,2019-11-13,21.72161677419355,759.818436,26.0941512,843101.426,563828.184
Brazil,2019-11-14,21.722890394265235,760.093284,26.088404133333334,842314.3156666666,562769.4826666666
Brazil,2019-11-15,21.724164014336917,760.3681320000001,26.082657066666666,841527.2053333333,561710.7813333333
Brazil,2019-11-16,21.725437634408603,760.6429800000001,26.076909999999998,840740.095,560652.0800000001
Brazil,2019-11-17,21.72671125448029,760.917828,26.071162933333333,839952.9846666666,559593.3786666667
Brazil,2019-11-18,21.72798487455197,761.192676,26.065415866666665,839165.8743333333,558534.6773333333
Brazil,2019-11-19,21.729258494623657,761.467524,26.0596688,838378.764,557475.976
Brazil,2019-11-20,21.73053211469534,761.742372,26.053921733333333,837591.6536666666,556417.2746666668
Brazil,2019-11-21,21.731805734767025,762.0172200000001,26.048174666666668,836804.5433333333,555358.5733333334
Brazil,2019-11-22,21.73307935483871,762.292068,26.0424276,836017.433,554299.872
Brazil,2019-11-23,21.734352974910394,762.566916,26.036680533333335,835230.3226666666,553241.1706666667
Brazil,2019-11-24,21.73562659498208,762.841764,26.030933466666667,834443.2123333333,552182.4693333334
Brazil,2019-11-25,21.736900215053762,763.116612,26.0251864,833656.102,551123.768
Brazil,2019-11-26,21.738173835125448,763.39146,26.019439333333334,832868.9916666666,550065.0666666667
Brazil,2019-11-27,21.739447455197134,763.6663080000001,26.013692266666666,832081.8813333333,549006.3653333334
Brazil,2019-11-28,21.740721075268816,763.9411560000001,26.0079452,831294.771,547947.6640000001
Brazil,2019-11-29,21.7419946953405,764.216004,26.002198133333334,830507.6606666666,546888.9626666667
Brazil,2019-11-30,21.743268315412184,764.490852,25.99645106666667,829720.5503333333,545830.2613333333
Brazil,2019-12-01,21.74454193548387,764.7657,25.990704,828933.44,544771.56
Brazil,2019-12-02,21.86375660770031,764.6288567741935,25.985749677419356,827473.0467741935,543253.0116129033
Brazil,2019-12-03,21.982971279916754,764.4920135483871,25.980795354838712,826012.653548387,541734.4632258065
Brazil,2019-12-04,22.102185952133194,764.3551703225806,25.975841032258064,824552.2603225806,540215.9148387098
Brazil,2019-12-05,22.221400624349634,764.2183270967743,25.97088670967742,823091.8670967742,538697.3664516129
Brazil,2019-12-06,22.340615296566074,764.0814838709678,25.965932387096775,821631.4738709677,537178.8180645162
Brazil,2019-12-07,22.45982996878252,763.9446406451614,25.96097806451613,820171.0806451612,535660.2696774194
Brazil,2019-12-08,22.57904464099896,763.8077974193549,25.956023741935486,818710.6874193548,534141.7212903226
Brazil,2019-12-09,22.6982593132154,763.6709541935484,25.951069419354837,817250.2941935484,532623.1729032259
